"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046856","BP","GO:0046856","phosphatidylinositol dephosphorylation","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"MTMR1",1
"GO:0048147","BP","GO:0048147","negative regulation of fibroblast proliferation","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"EMD",1
"GO:0048730","BP","GO:0048730","epidermis morphogenesis","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"INTU",1
"GO:0051955","BP","GO:0051955","regulation of amino acid transport","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"SLC38A3",1
"GO:0060122","BP","GO:0060122","inner ear receptor cell stereocilium organization","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"FAT4",1
"GO:0099174","BP","GO:0099174","regulation of presynapse organization","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"WNT3A",1
"GO:0110150","BP","GO:0110150","negative regulation of biomineralization","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"ROCK1",1
"GO:1905606","BP","GO:1905606","regulation of presynapse assembly","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"WNT3A",1
"GO:2000193","BP","GO:2000193","positive regulation of fatty acid transport","1/127","31/18862",0.189091209010809,0.439975503645242,0.408889340987272,"ERFE",1
"GO:0006354","BP","GO:0006354","DNA-templated transcription, elongation","2/127","119/18862",0.191174095941987,0.441982727890307,0.410754746201831,"TCERG1/CCNT2",2
"GO:0010906","BP","GO:0010906","regulation of glucose metabolic process","2/127","119/18862",0.191174095941987,0.441982727890307,0.410754746201831,"ERFE/AKT2",2
"GO:0034766","BP","GO:0034766","negative regulation of ion transmembrane transport","2/127","119/18862",0.191174095941987,0.441982727890307,0.410754746201831,"PRKCB/AKT2",2
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","2/127","119/18862",0.191174095941987,0.441982727890307,0.410754746201831,"AFDN/ROCK1",2
"GO:2000134","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","2/127","119/18862",0.191174095941987,0.441982727890307,0.410754746201831,"ATM/CDK1",2
"GO:0022618","BP","GO:0022618","ribonucleoprotein complex assembly","3/127","224/18862",0.192041840963128,0.441982727890307,0.410754746201831,"DDX20/ATM/SRPK2",3
"GO:0010508","BP","GO:0010508","positive regulation of autophagy","2/127","120/18862",0.19361034022467,0.441982727890307,0.410754746201831,"WAC/ROCK1",2
"GO:0034763","BP","GO:0034763","negative regulation of transmembrane transport","2/127","120/18862",0.19361034022467,0.441982727890307,0.410754746201831,"PRKCB/AKT2",2
"GO:0007265","BP","GO:0007265","Ras protein signal transduction","4/127","338/18862",0.193906479666689,0.441982727890307,0.410754746201831,"LPAR1/ARHGEF12/ROCK1/ARHGAP29",4
"GO:0006862","BP","GO:0006862","nucleotide transport","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"SLC25A36",1
"GO:0007202","BP","GO:0007202","activation of phospholipase C activity","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"LPAR1",1
"GO:0009954","BP","GO:0009954","proximal/distal pattern formation","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"EN1",1
"GO:0010165","BP","GO:0010165","response to X-ray","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"ATM",1
"GO:0010453","BP","GO:0010453","regulation of cell fate commitment","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"WNT3A",1
"GO:0031128","BP","GO:0031128","developmental induction","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"WNT3A",1
"GO:0042462","BP","GO:0042462","eye photoreceptor cell development","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"CEP290",1
"GO:0046825","BP","GO:0046825","regulation of protein export from nucleus","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"EMD",1
"GO:0048333","BP","GO:0048333","mesodermal cell differentiation","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"WNT3A",1
"GO:0048384","BP","GO:0048384","retinoic acid receptor signaling pathway","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"ASXL1",1
"GO:0048841","BP","GO:0048841","regulation of axon extension involved in axon guidance","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"WNT3A",1
"GO:1901889","BP","GO:1901889","negative regulation of cell junction assembly","1/127","32/18862",0.194560138778512,0.441982727890307,0.410754746201831,"ROCK1",1
"GO:0032869","BP","GO:0032869","cellular response to insulin stimulus","3/127","226/18862",0.195458818587596,0.443524233619375,0.412187337917654,"PRKCB/ERFE/AKT2",3
"GO:0042177","BP","GO:0042177","negative regulation of protein catabolic process","2/127","121/18862",0.196050672044581,0.444366821338393,0.412970393188455,"WAC/ROCK1",2
"GO:0032886","BP","GO:0032886","regulation of microtubule-based process","3/127","227/18862",0.197173021188947,0.444795622578845,0.41336889777603,"WNT3A/PDCD6IP/ROCK1",3
"GO:0003016","BP","GO:0003016","respiratory system process","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"ZFAND5",1
"GO:0006356","BP","GO:0006356","regulation of transcription by RNA polymerase I","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"WDR75",1
"GO:0030262","BP","GO:0030262","apoptotic nuclear changes","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"KPNA1",1
"GO:0030947","BP","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"PRKCB",1
"GO:0035025","BP","GO:0035025","positive regulation of Rho protein signal transduction","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"LPAR1",1
"GO:0046320","BP","GO:0046320","regulation of fatty acid oxidation","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"AKT2",1
"GO:0050685","BP","GO:0050685","positive regulation of mRNA processing","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"CIRBP",1
"GO:0050869","BP","GO:0050869","negative regulation of B cell activation","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"ATM",1
"GO:0051482","BP","GO:0051482","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"LPAR1",1
"GO:0051954","BP","GO:0051954","positive regulation of amine transport","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"SLC38A3",1
"GO:0051973","BP","GO:0051973","positive regulation of telomerase activity","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"TCP1",1
"GO:0060323","BP","GO:0060323","head morphogenesis","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"PLEKHA1",1
"GO:0061157","BP","GO:0061157","mRNA destabilization","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"ROCK1",1
"GO:0071539","BP","GO:0071539","protein localization to centrosome","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"CEP83",1
"GO:1902992","BP","GO:1902992","negative regulation of amyloid precursor protein catabolic process","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"ROCK1",1
"GO:1904893","BP","GO:1904893","negative regulation of receptor signaling pathway via STAT","1/127","33/18862",0.199992473477138,0.444795622578845,0.41336889777603,"SUZ12",1
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","4/127","344/18862",0.202165959615549,0.448526513513809,0.416836185211476,"FSCN1/WNT3A/ARPC2/FNBP1L",4
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","3/127","230/18862",0.202337767138488,0.448526513513809,0.416836185211476,"TRPM7/ROCK1/UTRN",3
"GO:0043406","BP","GO:0043406","positive regulation of MAP kinase activity","3/127","230/18862",0.202337767138488,0.448526513513809,0.416836185211476,"LPAR1/TPD52L1/CDK1",3
"GO:1902807","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","2/127","124/18862",0.203394564948752,0.448588470419818,0.416893764595458,"ATM/CDK1",2
"GO:0021537","BP","GO:0021537","telencephalon development","3/127","231/18862",0.204066530337738,0.448588470419818,0.416893764595458,"LPAR1/WNT3A/FAT4",3
"GO:0071826","BP","GO:0071826","ribonucleoprotein complex subunit organization","3/127","231/18862",0.204066530337738,0.448588470419818,0.416893764595458,"DDX20/ATM/SRPK2",3
"GO:0010092","BP","GO:0010092","specification of animal organ identity","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"WNT3A",1
"GO:0035510","BP","GO:0035510","DNA dealkylation","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"USP9X",1
"GO:0043516","BP","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"ATM",1
"GO:0045880","BP","GO:0045880","positive regulation of smoothened signaling pathway","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"INTU",1
"GO:0051085","BP","GO:0051085","chaperone cofactor-dependent protein refolding","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"DNAJB14",1
"GO:0051567","BP","GO:0051567","histone H3-K9 methylation","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"ATRX",1
"GO:0055081","BP","GO:0055081","anion homeostasis","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"CKB",1
"GO:0140354","BP","GO:0140354","lipid import into cell","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"AKT2",1
"GO:1904031","BP","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","1/127","34/18862",0.205388456050212,0.448588470419818,0.416893764595458,"CCNT2",1
"GO:0008037","BP","GO:0008037","cell recognition","3/127","232/18862",0.205798785505755,0.448588470419818,0.416893764595458,"CCT5/TCP1/UBAP2L",3
"GO:0001952","BP","GO:0001952","regulation of cell-matrix adhesion","2/127","125/18862",0.205849628997332,0.448588470419818,0.416893764595458,"ROCK1/UTRN",2
"GO:0072175","BP","GO:0072175","epithelial tube formation","2/127","125/18862",0.205849628997332,0.448588470419818,0.416893764595458,"DEAF1/CEP290",2
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","5/127","466/18862",0.20592770974607,0.448588470419818,0.416893764595458,"CCT5/ATM/ATRX/HDAC8/TCP1",5
"GO:0034249","BP","GO:0034249","negative regulation of cellular amide metabolic process","3/127","234/18862",0.209273536291998,0.454225110572481,0.422132151865453,"CIRBP/ROCK1/TIA1",3
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","4/127","350/18862",0.21052992219002,0.454225110572481,0.422132151865453,"EMD/AKT2/SCFD1/CEP290",4
"GO:0006921","BP","GO:0006921","cellular component disassembly involved in execution phase of apoptosis","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"KPNA1",1
"GO:0016242","BP","GO:0016242","negative regulation of macroautophagy","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"SCFD1",1
"GO:0032205","BP","GO:0032205","negative regulation of telomere maintenance","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"ATM",1
"GO:0039694","BP","GO:0039694","viral RNA genome replication","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"PCBP2",1
"GO:0071108","BP","GO:0071108","protein K48-linked deubiquitination","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"USP9X",1
"GO:1905207","BP","GO:1905207","regulation of cardiocyte differentiation","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"WNT3A",1
"GO:1905508","BP","GO:1905508","protein localization to microtubule organizing center","1/127","35/18862",0.210748327841248,0.454225110572481,0.422132151865453,"CEP83",1
"GO:1905477","BP","GO:1905477","positive regulation of protein localization to membrane","2/127","127/18862",0.210769468181275,0.454225110572481,0.422132151865453,"WNT3A/AKT2",2
"GO:0007050","BP","GO:0007050","cell cycle arrest","3/127","235/18862",0.211015914651121,0.454270371818385,0.422174215209564,"AKT2/ATM/CDK1",3
"GO:0006936","BP","GO:0006936","muscle contraction","4/127","352/18862",0.213340013427174,0.458783486719055,0.426368459121431,"EMD/ROCK1/TPM4/UTRN",4
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","3/127","237/18862",0.214510385591951,0.459267660482563,0.426818423925025,"FANCI/HDAC8/TRIP12",3
"GO:0007098","BP","GO:0007098","centrosome cycle","2/127","129/18862",0.21570123811017,0.459267660482563,0.426818423925025,"PDCD6IP/CDK1",2
"GO:0019079","BP","GO:0019079","viral genome replication","2/127","129/18862",0.21570123811017,0.459267660482563,0.426818423925025,"PCBP2/SRPK2",2
"GO:0003176","BP","GO:0003176","aortic valve development","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"ROCK1",1
"GO:0009394","BP","GO:0009394","2'-deoxyribonucleotide metabolic process","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"SMUG1",1
"GO:0031062","BP","GO:0031062","positive regulation of histone methylation","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"NSD3",1
"GO:0032435","BP","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"WAC",1
"GO:0050779","BP","GO:0050779","RNA destabilization","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"ROCK1",1
"GO:0090313","BP","GO:0090313","regulation of protein targeting to membrane","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"AKT2",1
"GO:0097502","BP","GO:0097502","mannosylation","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"DPY19L3",1
"GO:1903725","BP","GO:1903725","regulation of phospholipid metabolic process","1/127","36/18862",0.216072328604203,0.459267660482563,0.426818423925025,"MTMR1",1
"GO:0003007","BP","GO:0003007","heart morphogenesis","3/127","239/18862",0.218017422175265,0.461263498940471,0.428673247807286,"WNT3A/ASXL1/FAT4",3
"GO:1903793","BP","GO:1903793","positive regulation of anion transport","5/127","478/18862",0.220367234049206,0.461263498940471,0.428673247807286,"SLC38A3/EMD/ERFE/AKT2/CEP290",5
"GO:0022412","BP","GO:0022412","cellular process involved in reproduction in multicellular organism","4/127","357/18862",0.220411329662983,0.461263498940471,0.428673247807286,"SPIRE2/DEAF1/ATM/CFAP44",4
"GO:0030900","BP","GO:0030900","forebrain development","4/127","357/18862",0.220411329662983,0.461263498940471,0.428673247807286,"LPAR1/WNT3A/ATRX/FAT4",4
"GO:0072073","BP","GO:0072073","kidney epithelium development","2/127","131/18862",0.220643744145833,0.461263498940471,0.428673247807286,"ASXL1/FAT4",2
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"ATM",1
"GO:0010613","BP","GO:0010613","positive regulation of cardiac muscle hypertrophy","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"ROCK1",1
"GO:0010837","BP","GO:0010837","regulation of keratinocyte proliferation","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"INTU",1
"GO:0033120","BP","GO:0033120","positive regulation of RNA splicing","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"CIRBP",1
"GO:0043403","BP","GO:0043403","skeletal muscle tissue regeneration","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"KPNA1",1
"GO:0043949","BP","GO:0043949","regulation of cAMP-mediated signaling","1/127","37/18862",0.221360696513864,0.461263498940471,0.428673247807286,"LPAR1",1
